FIT101,LIT101,P101,P102,AIT202,AIT203,FIT201,P203,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
1.845481,587.018395,1.0,1.0,8.43036,100.0,1.857021,1.0,1.0,1.0,10.0,1.854047,899.256188,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70633,882.020591,1.0,1.0,1.0,1.0,1.0,7.853799,100.0,100.0,12.912794,1.718935,1.277291,0.734974,0.30713,1.0,1.0,10.0,1.169505,10.0,0.01402,1.0,1.0,1.0
1.86709,587.656508,1.0,1.0,8.429618,100.0,1.855365,1.0,1.0,1.0,10.0,1.853228,899.393919,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706935,880.533083,1.0,1.0,1.0,1.0,1.0,7.853164,100.0,100.0,13.049717,1.719348,1.275358,0.73487,0.306902,1.0,1.0,10.0,1.168053,10.0,0.018782,1.0,1.0,1.0
1.858579,587.378784,1.0,1.0,8.432405,100.0,1.856066,1.0,1.0,1.0,10.0,1.844312,901.136718,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.708718,882.106512,1.0,1.0,1.0,1.0,1.0,7.853744,100.0,100.0,13.048244,1.717848,1.276676,0.735645,0.3069,1.0,1.0,10.0,1.168592,10.0,0.01858,1.0,1.0,1.0
1.898949,588.467421,1.0,1.0,8.430317,100.0,1.862399,1.0,1.0,1.0,10.0,1.850368,899.932673,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.708257,882.804509,1.0,1.0,1.0,1.0,1.0,7.854185,100.0,100.0,13.031094,1.717494,1.276691,0.734632,0.30712,1.0,1.0,10.0,1.170578,10.0,0.016224,1.0,1.0,1.0
1.846782,590.026893,1.0,1.0,8.429775,100.0,1.880192,1.0,1.0,1.0,10.0,1.86028,900.927577,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.708188,885.081721,1.0,1.0,1.0,1.0,1.0,7.854271,100.0,100.0,13.0243,1.719323,1.277553,0.735862,0.307419,1.0,1.0,10.0,1.170538,10.0,0.019093,1.0,1.0,1.0
1.879091,588.963694,1.0,1.0,8.431997,100.0,1.844981,1.0,1.0,1.0,10.0,1.869096,902.484015,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.708652,881.924063,1.0,1.0,1.0,1.0,1.0,7.854634,100.0,100.0,12.958847,1.719968,1.27893,0.735288,0.307155,1.0,1.0,10.0,1.165999,10.0,0.020869,1.0,1.0,1.0
1.888786,589.230304,1.0,1.0,8.432285,100.0,1.864209,1.0,1.0,1.0,10.0,1.866319,902.253998,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.711534,883.822602,1.0,1.0,1.0,1.0,1.0,7.855329,100.0,100.0,13.158178,1.719693,1.277977,0.735854,0.30729,1.0,1.0,10.0,1.166648,10.0,0.018815,1.0,1.0,1.0
1.85957,592.404028,1.0,1.0,8.433917,100.0,1.892103,1.0,1.0,1.0,10.0,1.873248,901.681092,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.71109,881.688031,1.0,1.0,1.0,1.0,1.0,7.854651,100.0,100.0,13.108978,1.720275,1.278523,0.736316,0.30722,1.0,1.0,10.0,1.169333,10.0,0.019376,1.0,1.0,1.0
1.884329,588.434536,1.0,1.0,8.432672,100.0,1.884446,1.0,1.0,1.0,10.0,1.859947,901.956699,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710219,882.810694,1.0,1.0,1.0,1.0,1.0,7.855198,100.0,100.0,13.057468,1.719824,1.278594,0.735726,0.307444,1.0,1.0,10.0,1.168102,10.0,0.024653,1.0,1.0,1.0
1.8884,591.002,1.0,1.0,8.434219,100.0,1.851212,1.0,1.0,1.0,10.0,1.867346,901.891728,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.709949,884.691926,1.0,1.0,1.0,1.0,1.0,7.855094,100.0,100.0,13.125204,1.720101,1.279514,0.736173,0.307623,1.0,1.0,10.0,1.168159,10.0,0.019969,1.0,1.0,1.0
1.907098,589.957714,1.0,1.0,8.432682,100.0,1.882463,1.0,1.0,1.0,10.0,1.870656,902.257475,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710241,883.749164,1.0,1.0,1.0,1.0,1.0,7.854808,100.0,100.0,13.104387,1.722211,1.277704,0.735737,0.307373,1.0,1.0,10.0,1.165655,10.0,0.023619,1.0,1.0,1.0
1.890808,590.589303,1.0,1.0,8.431327,100.0,1.901724,1.0,1.0,1.0,10.0,1.882373,903.277631,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.709652,883.536142,1.0,1.0,1.0,1.0,1.0,7.855211,100.0,100.0,13.199066,1.720754,1.278835,0.736575,0.30746,1.0,1.0,10.0,1.164768,10.0,0.021857,1.0,1.0,1.0
1.885085,593.515873,1.0,1.0,8.432087,100.0,1.862872,1.0,1.0,1.0,10.0,1.870716,903.978144,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.712001,883.275045,1.0,1.0,1.0,1.0,1.0,7.853659,100.0,100.0,13.174981,1.721724,1.278615,0.736608,0.307428,1.0,1.0,10.0,1.168983,10.0,0.022616,1.0,1.0,1.0
1.893874,592.935486,1.0,1.0,8.43523,100.0,1.897486,1.0,1.0,1.0,10.0,1.874864,902.001769,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.831739,887.101652,1.0,1.0,1.0,1.0,0.0,7.85539,100.0,100.0,20.290485,1.720516,1.278918,0.736698,0.307636,1.0,1.0,10.0,1.166555,10.0,0.024146,1.0,1.0,1.0
1.901396,590.148657,1.0,1.0,8.433938,100.0,1.88211,1.0,1.0,1.0,10.0,1.881849,903.587859,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.834104,884.396328,1.0,1.0,1.0,1.0,0.0,7.855288,100.0,100.0,20.334667,1.719803,1.278398,0.735833,0.307494,1.0,1.0,10.0,1.167741,10.0,0.021185,1.0,1.0,1.0
1.895182,590.688204,1.0,1.0,8.432206,100.0,1.87523,1.0,1.0,1.0,10.0,1.86984,904.642266,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.832951,884.217952,1.0,1.0,1.0,1.0,0.0,7.854952,100.0,100.0,20.2743,1.72175,1.278366,0.736393,0.307546,1.0,1.0,10.0,1.16035,10.0,0.024241,1.0,1.0,1.0
1.910903,592.529934,1.0,1.0,8.434172,100.0,1.889284,1.0,1.0,1.0,10.0,1.889421,903.978172,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.831385,883.082547,1.0,1.0,1.0,1.0,0.0,7.855319,100.0,100.0,20.311642,1.720959,1.279473,0.736022,0.30749,1.0,1.0,10.0,1.159694,10.0,0.021524,1.0,1.0,1.0
1.91488,591.501145,1.0,1.0,8.433637,100.0,1.874057,1.0,1.0,1.0,10.0,1.870673,901.759117,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.8326,884.795737,1.0,1.0,1.0,1.0,0.0,7.856043,100.0,100.0,20.089065,1.722399,1.279524,0.737167,0.307787,1.0,1.0,10.0,1.167541,10.0,0.019775,1.0,1.0,1.0
1.882131,590.769571,1.0,1.0,8.434218,100.0,1.892625,1.0,1.0,1.0,10.0,1.873218,903.564015,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.832037,885.401744,1.0,1.0,1.0,1.0,0.0,7.855116,100.0,100.0,20.247159,1.720892,1.278727,0.736329,0.307444,1.0,1.0,10.0,1.161759,10.0,0.020463,1.0,1.0,1.0
1.881655,592.384652,1.0,1.0,8.431652,100.0,1.894799,1.0,1.0,1.0,10.0,1.873939,902.872588,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.832051,884.727696,1.0,1.0,1.0,1.0,0.0,7.855429,100.0,100.0,20.230871,1.719705,1.278919,0.735586,0.307684,1.0,1.0,10.0,1.160811,10.0,0.021637,1.0,1.0,1.0
1.883818,593.379472,1.0,1.0,8.432883,100.0,1.892361,1.0,1.0,1.0,10.0,1.866907,902.681432,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.833558,885.470933,1.0,1.0,1.0,1.0,0.0,7.855114,100.0,100.0,20.229386,1.71989,1.277786,0.735834,0.307174,1.0,1.0,10.0,1.157849,10.0,0.020557,1.0,1.0,1.0
1.872744,593.224764,1.0,1.0,8.431849,100.0,1.863811,1.0,1.0,1.0,10.0,1.869959,903.415878,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.830782,884.89264,1.0,1.0,1.0,1.0,0.0,7.855225,100.0,100.0,20.313686,1.719663,1.279023,0.736485,0.30729,1.0,1.0,10.0,1.157228,10.0,0.022295,1.0,1.0,1.0
1.861354,592.688556,1.0,1.0,8.428269,100.0,1.863693,1.0,1.0,1.0,10.0,1.861384,903.832504,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.832439,884.145875,1.0,1.0,1.0,1.0,0.0,7.855041,100.0,100.0,20.368195,1.719543,1.278573,0.736183,0.307339,1.0,1.0,10.0,1.154735,10.0,0.021062,1.0,1.0,1.0
1.868795,592.752557,1.0,1.0,8.432599,100.0,1.863289,1.0,1.0,1.0,10.0,1.866085,903.009806,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.831914,883.048197,1.0,1.0,1.0,1.0,0.0,7.853848,100.0,100.0,20.188428,1.719982,1.276545,0.736125,0.307132,1.0,1.0,10.0,1.157362,10.0,0.019301,1.0,1.0,1.0
1.878148,593.03693,1.0,1.0,8.43085,100.0,1.879838,1.0,1.0,1.0,10.0,1.858227,902.189606,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.832286,884.067824,1.0,1.0,1.0,1.0,0.0,7.853592,100.0,100.0,20.165407,1.719243,1.277139,0.735079,0.307011,1.0,1.0,10.0,1.157302,10.0,0.021566,1.0,1.0,1.0
1.840498,593.663983,1.0,1.0,8.430657,100.0,1.854215,1.0,1.0,1.0,10.0,1.859613,903.0916,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.830418,882.927747,1.0,1.0,1.0,1.0,0.0,7.854577,100.0,100.0,20.269452,1.719649,1.277597,0.7354,0.307284,1.0,1.0,10.0,1.152525,10.0,0.017892,1.0,1.0,1.0
1.873515,592.82128,1.0,1.0,8.429278,100.0,1.850613,1.0,1.0,1.0,10.0,1.86894,903.600929,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.828965,881.641586,1.0,1.0,1.0,1.0,0.0,7.855119,100.0,100.0,20.02947,1.720653,1.278728,0.735284,0.306848,1.0,1.0,10.0,1.156247,10.0,0.01654,1.0,1.0,1.0
1.867627,592.197089,1.0,1.0,8.42615,100.0,1.859975,1.0,1.0,1.0,10.0,1.859039,903.007289,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.827841,885.296289,1.0,1.0,1.0,1.0,0.0,7.853889,100.0,100.0,20.176435,1.717235,1.27702,0.735751,0.307194,1.0,1.0,10.0,1.154369,10.0,0.019404,1.0,1.0,1.0
1.849258,590.364619,1.0,1.0,8.430551,100.0,1.876053,1.0,1.0,1.0,10.0,1.846243,902.136756,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.829123,884.413359,1.0,1.0,1.0,1.0,0.0,7.853708,100.0,100.0,20.210413,1.717288,1.275638,0.735127,0.306869,1.0,1.0,10.0,1.151106,10.0,0.016203,1.0,1.0,1.0
1.858265,591.917763,1.0,1.0,8.430391,100.0,1.862379,1.0,1.0,1.0,10.0,1.853729,903.372494,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.828235,882.373575,1.0,1.0,1.0,1.0,0.0,7.854059,100.0,100.0,19.964891,1.715693,1.275335,0.734431,0.306787,1.0,1.0,10.0,1.149596,10.0,0.014849,1.0,1.0,1.0
1.843972,588.463287,1.0,1.0,8.42774,100.0,1.836133,1.0,1.0,1.0,10.0,1.837234,901.652429,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.827621,882.281317,1.0,1.0,1.0,1.0,0.0,7.852815,100.0,100.0,20.305425,1.717005,1.275547,0.734214,0.306668,1.0,1.0,10.0,1.149869,10.0,0.017794,1.0,1.0,1.0
1.862001,591.001077,1.0,1.0,8.428306,100.0,1.825712,1.0,1.0,1.0,10.0,1.840808,900.73677,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.828209,882.106424,1.0,1.0,1.0,1.0,0.0,7.853155,100.0,100.0,19.932474,1.714577,1.275096,0.73417,0.306832,1.0,1.0,10.0,1.146382,10.0,0.015781,1.0,1.0,1.0
1.840547,587.88633,1.0,1.0,8.427595,100.0,1.821332,1.0,1.0,1.0,10.0,1.84869,900.278314,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.82747,881.489182,1.0,1.0,1.0,1.0,0.0,7.852714,100.0,100.0,19.767486,1.714958,1.274837,0.734287,0.306537,1.0,1.0,10.0,1.144922,10.0,0.013995,1.0,1.0,1.0
1.833877,587.477007,1.0,1.0,8.425724,100.0,1.819217,1.0,1.0,1.0,10.0,1.82568,898.514495,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705773,881.967624,1.0,1.0,1.0,1.0,1.0,7.852733,100.0,100.0,12.910357,1.714974,1.273649,0.733775,0.306416,1.0,1.0,10.0,1.145227,10.0,0.013615,1.0,1.0,1.0
1.822369,587.774961,1.0,1.0,8.426101,100.0,1.810035,1.0,1.0,1.0,10.0,1.828586,899.332852,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70662,881.271215,1.0,1.0,1.0,1.0,1.0,7.852491,100.0,100.0,12.78484,1.716209,1.273969,0.733995,0.306579,1.0,1.0,10.0,1.14475,10.0,0.011663,1.0,1.0,1.0
1.831,586.113723,1.0,1.0,8.42561,100.0,1.824417,1.0,1.0,1.0,10.0,1.836722,898.766856,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705768,879.865955,1.0,1.0,1.0,1.0,1.0,7.852482,100.0,100.0,12.765449,1.713085,1.27401,0.732968,0.306118,1.0,1.0,10.0,1.147638,10.0,0.013134,1.0,1.0,1.0
1.814805,586.731378,1.0,1.0,8.425228,100.0,1.822648,1.0,1.0,1.0,10.0,1.825998,899.441972,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706244,881.510492,1.0,1.0,1.0,1.0,1.0,7.851908,100.0,100.0,12.647095,1.713904,1.273135,0.732817,0.306112,1.0,1.0,10.0,1.148323,10.0,0.012363,1.0,1.0,1.0
1.811163,587.236856,1.0,1.0,8.424997,100.0,1.803847,1.0,1.0,1.0,10.0,1.813926,900.806446,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703427,879.658748,1.0,1.0,1.0,1.0,1.0,7.850132,100.0,100.0,12.77786,1.713337,1.273415,0.733546,0.306469,1.0,1.0,10.0,1.141097,10.0,0.013276,1.0,1.0,1.0
1.800948,584.882503,1.0,1.0,8.424992,100.0,1.810643,1.0,1.0,1.0,10.0,1.816097,896.877488,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702098,879.20206,1.0,1.0,1.0,1.0,1.0,7.849994,100.0,100.0,12.624766,1.714818,1.27412,0.732751,0.306027,1.0,1.0,10.0,1.146992,10.0,0.011394,1.0,1.0,1.0
1.812903,585.948403,1.0,1.0,8.425688,100.0,1.819308,1.0,1.0,1.0,10.0,1.799646,898.012368,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704213,878.405064,1.0,1.0,1.0,1.0,1.0,7.852618,100.0,100.0,12.58088,1.712567,1.272439,0.733658,0.305827,1.0,1.0,10.0,1.145409,10.0,0.011283,1.0,1.0,1.0
1.806932,582.512742,1.0,1.0,8.422902,100.0,1.788426,1.0,1.0,1.0,10.0,1.812683,897.325922,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702447,877.635969,1.0,1.0,1.0,1.0,1.0,7.850712,100.0,100.0,12.582616,1.711511,1.272398,0.732404,0.305654,1.0,1.0,10.0,1.143878,10.0,0.011923,1.0,1.0,1.0
1.818221,584.005183,1.0,1.0,8.421395,100.0,1.810129,1.0,1.0,1.0,10.0,1.804811,896.931413,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701865,879.677629,1.0,1.0,1.0,1.0,1.0,7.851222,100.0,100.0,12.6315,1.713337,1.271374,0.732906,0.306261,1.0,1.0,10.0,1.144017,10.0,0.009702,1.0,1.0,1.0
1.797285,583.891216,1.0,1.0,8.423771,100.0,1.797319,1.0,1.0,1.0,10.0,1.795743,894.392474,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701662,878.793635,1.0,1.0,1.0,1.0,1.0,7.851549,100.0,100.0,12.548421,1.709572,1.272312,0.732637,0.306213,1.0,1.0,10.0,1.144449,10.0,0.008362,1.0,1.0,1.0
1.796079,582.594185,1.0,1.0,8.422738,100.0,1.785655,1.0,1.0,1.0,10.0,1.82122,895.280485,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70233,876.332258,1.0,1.0,1.0,1.0,1.0,7.849488,100.0,100.0,12.546108,1.71028,1.271781,0.732035,0.305653,1.0,1.0,10.0,1.146757,10.0,0.00943,1.0,1.0,1.0
1.787508,582.630358,1.0,1.0,8.421622,100.0,1.779864,1.0,1.0,1.0,10.0,1.805382,896.494828,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703559,877.170469,1.0,1.0,1.0,1.0,1.0,7.848904,100.0,100.0,12.444727,1.710938,1.272824,0.732444,0.305671,1.0,1.0,10.0,1.142523,10.0,0.006805,1.0,1.0,1.0
1.795953,578.857618,1.0,1.0,8.420869,100.0,1.776588,1.0,1.0,1.0,10.0,1.820348,894.232774,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703956,878.38439,1.0,1.0,1.0,1.0,1.0,7.849481,100.0,100.0,12.474945,1.710336,1.272555,0.731392,0.30574,1.0,1.0,10.0,1.147136,10.0,0.007294,1.0,1.0,1.0
1.783124,582.75046,1.0,1.0,8.422346,100.0,1.78933,1.0,1.0,1.0,10.0,1.810752,896.038478,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701143,876.437064,1.0,1.0,1.0,1.0,1.0,7.849388,100.0,100.0,12.454882,1.712018,1.272863,0.732278,0.305905,1.0,1.0,10.0,1.148526,10.0,0.009362,1.0,1.0,1.0
1.774217,583.302288,1.0,1.0,8.420699,100.0,1.775521,1.0,1.0,1.0,10.0,1.79809,895.343238,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701196,876.647777,1.0,1.0,1.0,1.0,1.0,7.849798,100.0,100.0,12.500161,1.711663,1.272478,0.73126,0.305881,1.0,1.0,10.0,1.147839,10.0,0.009671,1.0,1.0,1.0
1.770964,579.967722,1.0,1.0,8.421623,100.0,1.780199,1.0,1.0,1.0,10.0,1.806867,894.238258,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702145,875.934033,1.0,1.0,1.0,1.0,1.0,7.850133,100.0,100.0,12.567625,1.71143,1.270692,0.732293,0.305695,1.0,1.0,10.0,1.144385,10.0,0.005809,1.0,1.0,1.0
1.785694,581.655527,1.0,1.0,8.420521,100.0,1.758456,1.0,1.0,1.0,10.0,1.793044,894.553086,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702783,876.416517,1.0,1.0,1.0,1.0,1.0,7.849802,100.0,100.0,12.275061,1.710793,1.269971,0.731758,0.305485,1.0,1.0,10.0,1.146811,10.0,0.008388,1.0,1.0,1.0
1.774091,579.502177,1.0,1.0,8.420985,100.0,1.789911,1.0,1.0,1.0,10.0,1.801351,894.59503,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702573,874.639058,1.0,1.0,1.0,1.0,1.0,7.849276,100.0,100.0,12.405362,1.71131,1.271988,0.732086,0.305956,1.0,1.0,10.0,1.144262,10.0,0.009163,1.0,1.0,1.0
1.781536,580.342402,1.0,1.0,8.423153,100.0,1.794001,1.0,1.0,1.0,10.0,1.809425,895.595529,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70375,876.303042,1.0,1.0,1.0,1.0,1.0,7.849828,100.0,100.0,12.471899,1.710712,1.270453,0.732264,0.305683,1.0,1.0,10.0,1.143213,10.0,0.007573,1.0,1.0,1.0
1.790249,580.637755,1.0,1.0,8.422766,100.0,1.791609,1.0,1.0,1.0,10.0,1.791391,893.774788,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701119,874.839859,1.0,1.0,1.0,1.0,1.0,7.849609,100.0,100.0,12.434262,1.712453,1.272147,0.733081,0.306126,1.0,1.0,10.0,1.147828,10.0,0.010803,1.0,1.0,1.0
1.801526,581.244112,1.0,1.0,8.421441,100.0,1.773624,1.0,1.0,1.0,10.0,1.805365,894.49482,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701238,875.076618,1.0,1.0,1.0,1.0,1.0,7.849332,100.0,100.0,12.334769,1.711219,1.270001,0.732236,0.306022,1.0,1.0,10.0,1.148086,10.0,0.010602,1.0,1.0,1.0
1.805083,578.212264,1.0,1.0,8.421176,100.0,1.791405,1.0,1.0,1.0,10.0,1.80622,894.183377,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701415,875.30171,1.0,1.0,1.0,1.0,1.0,7.850538,100.0,100.0,12.32956,1.711582,1.273369,0.732331,0.305635,1.0,1.0,10.0,1.149669,10.0,0.005052,1.0,1.0,1.0
1.789522,578.041521,1.0,1.0,8.420622,100.0,1.80658,1.0,1.0,1.0,10.0,1.806079,893.185813,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701791,875.155046,1.0,1.0,1.0,1.0,1.0,7.849214,100.0,100.0,12.396687,1.712644,1.272379,0.732214,0.305806,1.0,1.0,10.0,1.148973,10.0,0.009349,1.0,1.0,1.0
1.807968,579.750928,1.0,1.0,8.421396,100.0,1.774099,1.0,1.0,1.0,10.0,1.808105,894.371603,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702601,875.626237,1.0,1.0,1.0,1.0,1.0,7.84841,100.0,100.0,12.317775,1.713278,1.271513,0.732542,0.306024,1.0,1.0,10.0,1.153403,10.0,0.00756,1.0,1.0,1.0
1.815158,581.441395,1.0,1.0,8.421079,100.0,1.787859,1.0,1.0,1.0,10.0,1.80796,892.856388,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70304,877.542627,1.0,1.0,1.0,1.0,1.0,7.849121,100.0,100.0,12.313036,1.713826,1.273126,0.732725,0.306018,1.0,1.0,10.0,1.150783,10.0,0.010707,1.0,1.0,1.0
1.798204,579.877782,1.0,1.0,8.419897,100.0,1.796482,1.0,1.0,1.0,10.0,1.800929,894.888923,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702746,875.544721,1.0,1.0,1.0,1.0,1.0,7.849297,100.0,100.0,12.321754,1.713032,1.27301,0.732117,0.306214,1.0,1.0,10.0,1.150286,10.0,0.010598,1.0,1.0,1.0
1.803437,581.082009,1.0,1.0,8.41899,100.0,1.789775,1.0,1.0,1.0,10.0,1.809849,894.625133,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704013,876.294572,1.0,1.0,1.0,1.0,1.0,7.850477,100.0,100.0,12.414935,1.713563,1.274297,0.733216,0.306203,1.0,1.0,10.0,1.152431,10.0,0.006952,1.0,1.0,1.0
1.817445,579.593341,1.0,1.0,8.420865,100.0,1.805702,1.0,1.0,1.0,10.0,1.815986,893.515516,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701639,877.472186,1.0,1.0,1.0,1.0,1.0,7.850552,100.0,100.0,12.457101,1.714013,1.272931,0.733085,0.306018,1.0,1.0,10.0,1.155371,10.0,0.011778,1.0,1.0,1.0
1.81514,581.470924,1.0,1.0,8.422022,100.0,1.819924,1.0,1.0,1.0,10.0,1.808728,894.297287,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703435,876.498193,1.0,1.0,1.0,1.0,1.0,7.849513,100.0,100.0,12.367221,1.712939,1.273892,0.733661,0.306132,1.0,1.0,10.0,1.155246,10.0,0.01132,1.0,1.0,1.0
1.821181,580.340387,1.0,1.0,8.420036,100.0,1.802281,1.0,1.0,1.0,10.0,1.821812,895.467943,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703353,876.1991,1.0,1.0,1.0,1.0,1.0,7.849785,100.0,100.0,12.599011,1.713252,1.273869,0.733212,0.306043,1.0,1.0,10.0,1.152506,10.0,0.012669,1.0,1.0,1.0
1.839497,584.172087,1.0,1.0,8.422117,100.0,1.816235,1.0,1.0,1.0,10.0,1.832335,896.404957,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705639,875.865981,1.0,1.0,1.0,1.0,1.0,7.848991,100.0,100.0,12.510696,1.71618,1.275326,0.733398,0.306844,1.0,1.0,10.0,1.1521,10.0,0.014986,1.0,1.0,1.0
1.819332,580.907298,1.0,1.0,8.42183,100.0,1.834869,1.0,1.0,1.0,10.0,1.824865,896.223003,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704275,877.940889,1.0,1.0,1.0,1.0,1.0,7.849904,100.0,100.0,12.536956,1.713658,1.273499,0.733435,0.306513,1.0,1.0,10.0,1.159147,10.0,0.016371,1.0,1.0,1.0
1.816265,582.198083,1.0,1.0,8.421778,100.0,1.810959,1.0,1.0,1.0,10.0,1.821258,898.034956,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705679,876.8577,1.0,1.0,1.0,1.0,1.0,7.849742,100.0,100.0,12.585543,1.715958,1.274791,0.732916,0.306311,1.0,1.0,10.0,1.160187,10.0,0.013779,1.0,1.0,1.0
1.822865,583.177809,1.0,1.0,8.423042,100.0,1.813709,1.0,1.0,1.0,10.0,1.83956,895.469557,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70729,880.947181,1.0,1.0,1.0,1.0,1.0,7.850071,100.0,100.0,12.515869,1.712829,1.275161,0.733977,0.306819,1.0,1.0,10.0,1.158332,10.0,0.015557,1.0,1.0,1.0
1.852692,585.563283,1.0,1.0,8.423648,100.0,1.821308,1.0,1.0,1.0,10.0,1.830199,899.221277,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705231,879.504834,1.0,1.0,1.0,1.0,1.0,7.851744,100.0,100.0,12.615816,1.714918,1.275279,0.734244,0.306594,1.0,1.0,10.0,1.163671,10.0,0.015826,1.0,1.0,1.0
1.830888,585.222279,1.0,1.0,8.424943,100.0,1.825138,1.0,1.0,1.0,10.0,1.835973,899.062395,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706202,879.733599,1.0,1.0,1.0,1.0,1.0,7.850914,100.0,100.0,12.68875,1.715101,1.274355,0.735121,0.306567,1.0,1.0,10.0,1.160784,10.0,0.014877,1.0,1.0,1.0
1.850507,587.221682,1.0,1.0,8.423851,100.0,1.842652,1.0,1.0,1.0,10.0,1.850288,900.059031,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705147,881.141031,1.0,1.0,1.0,1.0,1.0,7.852199,100.0,100.0,12.578729,1.716412,1.275281,0.733944,0.30672,1.0,1.0,10.0,1.163466,10.0,0.015702,1.0,1.0,1.0
1.841147,585.932277,1.0,1.0,8.425827,100.0,1.840514,1.0,1.0,1.0,10.0,1.850139,899.790731,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706,882.020719,1.0,1.0,1.0,1.0,1.0,7.851935,100.0,100.0,12.682716,1.716778,1.276009,0.733915,0.306826,1.0,1.0,10.0,1.158481,10.0,0.015225,1.0,1.0,1.0
